id	player_name	pass_team	home_team	away_team	pass_type	start_x	start_y	end_x	end_y
3975	Lossemy Karaboue	Troyes	Troyes	Nice	completed	70.4	65.4	80.1	49.1
4002	Corentin Jean	Troyes	Troyes	Nice	failed	96.5	34.4	97.6	38.9
4199	Hatem Ben Arfa	Nice	Troyes	Nice	failed	71.5	33.8	77.8	45.6
4199	Hatem Ben Arfa	Nice	Troyes	Nice	failed	79.9	34.0	81.0	36.8
4198	Jean Seri	Nice	Troyes	Nice	completed	69.1	74.4	74.4	58.9
3366	Nampalys Mendy	Nice	Troyes	Nice	completed	46.7	45.4	60.6	37.0
3490	Vincent Koziello	Nice	Troyes	Nice	completed	61.4	20.5	62.0	30.1
3356	Kevin Gomis	Nice	Troyes	Nice	failed	60.9	5.6	94.1	32.3
4199	Hatem Ben Arfa	Nice	Troyes	Nice	failed	86.8	20.1	96.0	32.3
3490	Vincent Koziello	Nice	Troyes	Nice	completed	58.5	21.9	61.3	51.3
3490	Vincent Koziello	Nice	Troyes	Nice	completed	66.2	30.3	70.8	31.7
4199	Hatem Ben Arfa	Nice	Troyes	Nice	completed	61.3	58.9	70.3	47.6
3258	Valère Germain	Nice	Troyes	Nice	completed	60.9	75.6	61.0	59.1
3490	Vincent Koziello	Nice	Troyes	Nice	completed	70.7	18.6	77.1	31.5
3490	Vincent Koziello	Nice	Troyes	Nice	completed	60.5	49.9	68.1	37.6
4002	Corentin Jean	Troyes	Troyes	Nice	completed	66.1	30.9	64.6	39.5
3979	Thomas Ayasse	Troyes	Troyes	Nice	completed	30.0	36.4	65.6	30.5
4205	Mory Kone	Troyes	Troyes	Nice	failed	34.9	37.2	84.8	39.7
4205	Mory Kone	Troyes	Troyes	Nice	failed	42.4	28.6	73.6	54.8
4201	Yoann Court	Troyes	Troyes	Nice	failed	64.6	39.5	84.2	33.5
3500	Alassane Pléa	Nice	Troyes	Nice	completed	80.4	45.0	79.5	57.1
3500	Alassane Pléa	Nice	Troyes	Nice	completed	77.8	25.0	79.0	35.2
4199	Hatem Ben Arfa	Nice	Troyes	Nice	completed	69.9	44.4	70.2	35.8
3533	Paul Baysse	Nice	Troyes	Nice	completed	45.0	45.2	60.7	44.8
3891	Stéphane Darbion	Troyes	Troyes	Nice	completed	67.7	27.4	69.1	54.0
3891	Stéphane Darbion	Troyes	Troyes	Nice	failed	70.0	4.1	86.3	36.4
3533	Paul Baysse	Nice	Troyes	Nice	completed	44.5	49.7	64.0	36.6
3366	Nampalys Mendy	Nice	Troyes	Nice	completed	59.4	25.2	62.6	45.4
4198	Jean Seri	Nice	Troyes	Nice	failed	52.3	54.4	71.4	58.9
3356	Kevin Gomis	Nice	Troyes	Nice	completed	89.2	23.3	87.4	33.3
3490	Vincent Koziello	Nice	Troyes	Nice	completed	63.9	48.1	60.3	50.3
4198	Jean Seri	Nice	Troyes	Nice	failed	71.1	58.5	66.3	47.9
3975	Lossemy Karaboue	Troyes	Troyes	Nice	completed	69.6	55.0	64.0	48.5
4198	Jean Seri	Nice	Troyes	Nice	completed	77.5	73.8	77.1	45.6
3366	Nampalys Mendy	Nice	Troyes	Nice	completed	58.3	56.6	65.6	57.3
3258	Valère Germain	Nice	Troyes	Nice	completed	87.7	86.1	68.7	40.3
3726	Jessy Pi	Troyes	Troyes	Nice	completed	90.9	3.3	84.8	31.5
3355	Mouez Hassen	Nice	Troyes	Nice	failed	13.0	47.4	66.3	49.9
3366	Nampalys Mendy	Nice	Troyes	Nice	failed	53.5	34.4	83.8	56.2
4085	Jimmy Cabot	Troyes	Troyes	Nice	completed	72.1	19.0	62.9	38.3
3356	Kevin Gomis	Nice	Troyes	Nice	completed	70.8	13.9	74.7	30.7
3358	Valentin Eysseric	Nice	Troyes	Nice	completed	91.9	30.5	87.0	32.1
3500	Alassane Pléa	Nice	Troyes	Nice	completed	72.5	25.2	80.5	40.1
4002	Corentin Jean	Troyes	Troyes	Nice	failed	92.8	25.8	87.2	36.4
3358	Valentin Eysseric	Nice	Troyes	Nice	failed	80.5	40.1	81.5	37.4
3726	Jessy Pi	Troyes	Troyes	Nice	completed	87.4	13.3	86.8	44.2
4002	Corentin Jean	Troyes	Troyes	Nice	completed	73.6	25.4	64.4	49.5
3533	Paul Baysse	Nice	Troyes	Nice	completed	50.2	48.5	62.6	47.9
3358	Valentin Eysseric	Nice	Troyes	Nice	completed	99.0	74.8	94.8	57.5
4205	Mory Kone	Troyes	Troyes	Nice	failed	45.8	32.7	75.8	57.3
4229	Jonathan Correia	Nice	Troyes	Nice	failed	34.4	90.2	85.7	58.7
3490	Vincent Koziello	Nice	Troyes	Nice	failed	65.5	44.8	77.9	42.1
3366	Nampalys Mendy	Nice	Troyes	Nice	failed	34.2	61.5	77.1	40.7
4085	Jimmy Cabot	Troyes	Troyes	Nice	failed	54.3	18.4	94.2	49.7
3241	Gaël Danic	Bastia	Lorient	Bastia	completed	72.2	45.0	88.6	55.2
4167	Seko Fofana	Bastia	Lorient	Bastia	completed	52.5	24.4	69.7	43.6
4167	Seko Fofana	Bastia	Lorient	Bastia	completed	57.4	28.6	62.5	39.7
3078	Yannick Cahuzac	Bastia	Lorient	Bastia	completed	47.3	36.6	65.4	42.1
3082	Francois Kamano	Bastia	Lorient	Bastia	completed	55.3	26.6	62.1	54.6
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	completed	55.0	28.7	74.1	47.4
3241	Gaël Danic	Bastia	Lorient	Bastia	completed	56.8	80.8	61.5	59.5
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	75.2	46.8	81.9	51.5
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	completed	72.3	34.8	75.2	46.8
3845	Majeed Waris	Lorient	Lorient	Bastia	failed	81.9	51.5	83.3	55.6
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	failed	56.8	27.6	76.7	43.0
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	74.1	22.1	81.1	31.1
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	66.6	50.3	72.1	34.6
3523	Francois Bellugou	Lorient	Lorient	Bastia	completed	66.9	41.1	66.6	50.3
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	63.9	63.6	64.4	40.5
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	52.8	50.7	65.6	50.5
3082	Francois Kamano	Bastia	Lorient	Bastia	failed	81.2	59.1	87.8	43.4
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	failed	71.9	3.1	86.1	30.3
3509	Florian Marange	Bastia	Lorient	Bastia	failed	54.3	91.4	87.1	52.4
3275	Raphael Guerreiro	Lorient	Lorient	Bastia	completed	79.3	29.9	71.7	43.6
3265	Benjamin Jeannot	Lorient	Lorient	Bastia	completed	78.4	92.6	66.9	50.7
3269	Vincent Le Goff	Lorient	Lorient	Bastia	failed	64.7	95.1	86.3	55.0
3523	Francois Bellugou	Lorient	Lorient	Bastia	failed	71.7	43.6	74.4	50.9
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	48.7	76.5	84.2	30.9
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	59.1	39.9	74.1	32.3
3076	Jean-Louis Leca	Bastia	Lorient	Bastia	completed	2.1	46.2	60.6	42.9
3265	Benjamin Jeannot	Lorient	Lorient	Bastia	completed	74.4	45.4	69.2	45.6
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	65.1	30.7	73.1	45.6
3077	Mathieu Peybernes	Bastia	Lorient	Bastia	failed	38.6	28.6	86.7	42.5
3845	Majeed Waris	Lorient	Lorient	Bastia	failed	69.7	48.1	73.8	42.3
3073	Floyd Ayité	Bastia	Lorient	Bastia	failed	95.3	34.9	95.4	39.0
3073	Floyd Ayité	Bastia	Lorient	Bastia	completed	57.3	31.1	73.8	52.3
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	failed	74.9	17.6	92.0	38.3
3080	Christopher Maboulou	Bastia	Lorient	Bastia	failed	73.8	52.3	67.8	54.8
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	61.1	55.8	72.1	43.0
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	46.0	31.3	61.1	55.8
3079	Francois Modesto	Bastia	Lorient	Bastia	completed	75.8	60.5	70.8	51.3
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	38.9	62.2	85.5	52.3
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	failed	68.5	2.3	80.1	39.7
3241	Gaël Danic	Bastia	Lorient	Bastia	failed	89.2	18.4	81.2	39.1
3079	Francois Modesto	Bastia	Lorient	Bastia	completed	30.9	66.5	76.7	50.3
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	completed	95.9	23.1	86.3	40.1
4167	Seko Fofana	Bastia	Lorient	Bastia	failed	32.7	65.4	60.2	50.7
3080	Christopher Maboulou	Bastia	Lorient	Bastia	completed	76.6	44.6	70.3	43.0
3079	Francois Modesto	Bastia	Lorient	Bastia	completed	33.1	54.0	76.6	44.6
3269	Vincent Le Goff	Lorient	Lorient	Bastia	completed	65.8	95.3	69.6	59.5
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	46.9	56.4	81.5	50.9
3524	Wesley Lautoa	Lorient	Lorient	Bastia	completed	96.0	29.1	92.4	46.0
3073	Floyd Ayité	Bastia	Lorient	Bastia	completed	81.5	61.7	74.7	56.2
3080	Christopher Maboulou	Bastia	Lorient	Bastia	failed	73.2	37.2	78.1	42.3
3598	Alexander Djiku	Bastia	Lorient	Bastia	failed	44.3	20.7	74.9	40.9
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	65.4	72.0	89.4	38.3
3598	Alexander Djiku	Bastia	Lorient	Bastia	completed	68.1	16.8	69.7	30.9
3275	Raphael Guerreiro	Lorient	Lorient	Bastia	completed	70.8	63.6	80.7	48.9
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	54.6	65.2	69.6	55.4
3581	Didier Bouanga	Lorient	Lorient	Bastia	completed	81.2	27.0	75.1	42.7
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	67.2	21.5	72.3	32.5
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	70.7	46.8	74.9	35.4
3581	Didier Bouanga	Lorient	Lorient	Bastia	completed	66.2	35.6	70.0	46.0
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	53.2	62.2	66.2	35.6
3073	Floyd Ayité	Bastia	Lorient	Bastia	failed	59.5	40.5	71.9	55.0
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	76.2	41.5	81.1	59.1
3082	Francois Kamano	Bastia	Lorient	Bastia	failed	74.9	19.7	69.7	37.0
3509	Florian Marange	Bastia	Lorient	Bastia	failed	60.0	93.6	84.6	57.7
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	70.4	39.7	75.2	50.5
3467	Benjamin Moukandjo	Lorient	Lorient	Bastia	completed	69.9	51.7	70.4	39.7
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	63.9	41.7	69.6	51.7
3082	Francois Kamano	Bastia	Lorient	Bastia	completed	72.8	33.5	75.4	39.7
3082	Francois Kamano	Bastia	Lorient	Bastia	completed	64.6	34.2	62.0	49.9
3082	Francois Kamano	Bastia	Lorient	Bastia	completed	62.9	30.5	65.2	42.7
4167	Seko Fofana	Bastia	Lorient	Bastia	completed	65.2	42.7	64.6	34.2
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	72.2	66.0	63.9	42.7
3459	Thomas Vincensini	Bastia	Lorient	Bastia	completed	14.3	36.6	63.2	38.3
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	67.8	60.5	74.9	59.1
3269	Vincent Le Goff	Lorient	Lorient	Bastia	completed	65.0	94.6	68.4	58.9
4219	Moryke Fofana	Lorient	Lorient	Bastia	completed	59.5	74.4	63.3	53.4
3073	Floyd Ayité	Bastia	Lorient	Bastia	failed	63.2	38.3	85.7	55.4
3459	Thomas Vincensini	Bastia	Lorient	Bastia	failed	18.5	27.0	76.3	41.5
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	53.2	56.4	84.2	59.9
3241	Gaël Danic	Bastia	Lorient	Bastia	completed	94.2	76.5	91.1	58.3
3523	Francois Bellugou	Lorient	Lorient	Bastia	completed	61.0	42.1	68.1	56.4
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	65.0	66.4	69.5	55.4
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	64.3	52.4	64.1	59.1
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	67.4	67.9	70.0	49.5
3598	Alexander Djiku	Bastia	Lorient	Bastia	completed	55.3	24.6	70.0	38.5
3277	Walid Mesloub	Lorient	Lorient	Bastia	completed	54.3	10.7	71.0	45.0
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	66.3	22.9	81.9	30.9
3277	Walid Mesloub	Lorient	Lorient	Bastia	failed	72.1	31.3	86.0	51.3
3845	Majeed Waris	Lorient	Lorient	Bastia	completed	78.5	69.3	74.0	54.2
3619	Marvin Gakpa	Lorient	Lorient	Bastia	completed	75.4	31.9	71.7	47.9
3073	Floyd Ayité	Bastia	Lorient	Bastia	completed	53.3	25.2	61.3	30.7
3559	Jean-Kevin Augustin	PSG	PSG	GFC Ajaccio	completed	71.0	31.7	66.9	51.7
4209	Clément Maury	GFC Ajaccio	PSG	GFC Ajaccio	completed	6.2	37.2	69.2	51.7
3559	Jean-Kevin Augustin	PSG	PSG	GFC Ajaccio	completed	91.8	25.4	87.7	41.5
4211	Amos Youga	GFC Ajaccio	PSG	GFC Ajaccio	failed	74.9	9.8	84.2	44.4
4234	Jacques Zoua	GFC Ajaccio	PSG	GFC Ajaccio	failed	71.9	54.0	67.8	49.5
3397	Edinson Cavani	PSG	PSG	GFC Ajaccio	failed	97.5	73.0	94.8	58.9
3391	Thiago Silva	PSG	PSG	GFC Ajaccio	failed	45.6	28.4	73.2	50.1
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	68.8	51.1	71.9	57.9
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	70.0	46.6	68.2	49.5
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	completed	72.2	69.3	70.0	46.6
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	52.7	65.4	65.2	39.3
3666	David Ducourtioux	GFC Ajaccio	PSG	GFC Ajaccio	completed	79.3	15.0	73.2	38.2
3391	Thiago Silva	PSG	PSG	GFC Ajaccio	failed	46.9	30.5	78.9	45.4
3374	Issiaga Sylla	GFC Ajaccio	PSG	GFC Ajaccio	completed	62.6	76.7	76.3	46.6
3666	David Ducourtioux	GFC Ajaccio	PSG	GFC Ajaccio	completed	47.5	4.7	62.9	30.7
3677	Grégory Pujol	GFC Ajaccio	PSG	GFC Ajaccio	failed	77.1	45.8	78.2	42.9
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	completed	72.3	47.7	71.9	34.0
3451	Blaise Matuidi	PSG	PSG	GFC Ajaccio	completed	71.4	45.0	74.3	57.0
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	68.1	28.2	69.2	36.2
4207	Damjan Djokovic	GFC Ajaccio	PSG	GFC Ajaccio	completed	73.6	84.2	91.2	51.1
3341	Jerome Le Moigne	GFC Ajaccio	PSG	GFC Ajaccio	completed	71.4	40.7	77.7	51.9
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	48.3	55.2	62.4	47.4
4211	Amos Youga	GFC Ajaccio	PSG	GFC Ajaccio	completed	70.6	6.2	75.6	31.3
4211	Amos Youga	GFC Ajaccio	PSG	GFC Ajaccio	completed	63.2	16.8	62.5	35.6
3397	Edinson Cavani	PSG	PSG	GFC Ajaccio	completed	69.6	48.3	68.2	56.0
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	63.0	47.8	69.1	47.0
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	completed	63.3	39.1	62.9	44.6
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	54.8	40.0	64.1	38.8
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	failed	57.7	30.7	65.2	33.6
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	failed	86.2	28.7	87.3	30.7
4211	Amos Youga	GFC Ajaccio	PSG	GFC Ajaccio	failed	66.7	19.5	78.1	41.9
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	74.8	68.1	71.1	54.4
4211	Amos Youga	GFC Ajaccio	PSG	GFC Ajaccio	failed	58.5	65.2	74.3	54.4
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	failed	72.1	50.1	84.9	57.1
4207	Damjan Djokovic	GFC Ajaccio	PSG	GFC Ajaccio	failed	73.6	74.8	82.7	59.3
4207	Damjan Djokovic	GFC Ajaccio	PSG	GFC Ajaccio	failed	52.4	72.4	71.9	52.6
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	failed	46.8	31.3	93.1	55.4
4207	Damjan Djokovic	GFC Ajaccio	PSG	GFC Ajaccio	failed	48.6	53.0	73.2	55.0
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	completed	71.9	39.1	72.6	46.4
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	70.6	50.1	71.9	39.1
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	65.2	44.8	70.6	50.1
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	68.2	52.4	65.2	45.0
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	69.7	48.5	68.5	56.0
3397	Edinson Cavani	PSG	PSG	GFC Ajaccio	completed	69.9	83.6	69.9	48.5
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	failed	74.8	45.8	80.9	45.6
4211	Amos Youga	GFC Ajaccio	PSG	GFC Ajaccio	failed	53.9	50.9	66.9	59.5
3401	Serge Aurier	PSG	PSG	GFC Ajaccio	completed	67.4	8.8	68.1	36.0
3666	David Ducourtioux	GFC Ajaccio	PSG	GFC Ajaccio	failed	87.7	73.2	89.4	50.7
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	58.5	39.1	61.3	33.1
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	61.3	33.1	61.1	39.3
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	63.1	34.0	68.5	32.5
3396	Thiago Motta	PSG	PSG	GFC Ajaccio	completed	65.8	41.9	63.1	35.4
3405	Marco Verratti	PSG	PSG	GFC Ajaccio	completed	65.6	32.7	65.8	41.9
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	completed	74.1	60.7	70.7	50.9
4234	Jacques Zoua	GFC Ajaccio	PSG	GFC Ajaccio	failed	62.4	71.3	70.3	43.2
3341	Jerome Le Moigne	GFC Ajaccio	PSG	GFC Ajaccio	failed	50.9	50.7	62.4	46.6
4043	Kévin Mayi	GFC Ajaccio	PSG	GFC Ajaccio	completed	68.1	63.4	61.8	51.3
3341	Jerome Le Moigne	GFC Ajaccio	PSG	GFC Ajaccio	completed	63.2	60.7	67.3	44.0
4212	Alexandre Coeff	GFC Ajaccio	PSG	GFC Ajaccio	completed	51.4	36.6	71.0	34.2
4043	Kévin Mayi	GFC Ajaccio	PSG	GFC Ajaccio	completed	71.1	25.8	65.2	34.8
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	failed	95.3	74.4	88.5	58.8
4215	John Tshibumbu Lungeny	GFC Ajaccio	PSG	GFC Ajaccio	failed	65.2	34.8	66.9	36.2
4043	Kévin Mayi	GFC Ajaccio	PSG	GFC Ajaccio	failed	59.9	83.0	69.6	58.1
3406	Javier Pastore	PSG	PSG	GFC Ajaccio	failed	57.7	34.8	66.7	46.2
4234	Jacques Zoua	GFC Ajaccio	PSG	GFC Ajaccio	failed	36.5	19.0	72.1	40.9
3666	David Ducourtioux	GFC Ajaccio	PSG	GFC Ajaccio	completed	46.2	17.4	61.4	33.3
4234	Jacques Zoua	GFC Ajaccio	PSG	GFC Ajaccio	completed	65.8	54.4	66.5	37.0
3395	Lucas Moura	PSG	PSG	GFC Ajaccio	failed	72.5	47.4	71.8	45.2
3422	Aissa Mandi	Reims	Reims	Marseille	completed	53.3	40.9	67.3	30.7
3493	Nicolas de Preville	Reims	Reims	Marseille	completed	70.2	58.9	70.8	46.0
3411	Antoine Devaux	Reims	Reims	Marseille	failed	54.3	46.6	69.7	53.6
3101	Steve Mandanda	Marseille	Reims	Marseille	failed	6.7	39.9	64.3	45.2
4231	Hamari Traore	Reims	Reims	Marseille	failed	76.4	0.0	87.1	33.3
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	failed	55.1	48.7	62.6	39.7
3097	Benjamin Mendy	Marseille	Reims	Marseille	failed	41.9	93.4	70.3	54.2
3493	Nicolas de Preville	Reims	Reims	Marseille	failed	71.1	18.6	74.3	48.5
3092	Florian Thauvin	Marseille	Reims	Marseille	completed	82.0	12.5	84.9	37.6
3622	Alexis Peuget	Reims	Reims	Marseille	failed	47.3	38.7	60.2	30.5
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	completed	53.8	33.8	61.7	49.3
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	failed	67.8	42.9	81.2	55.2
3411	Antoine Devaux	Reims	Reims	Marseille	failed	58.0	37.2	67.2	53.6
3084	Romain Alessandrini	Marseille	Reims	Marseille	failed	71.1	18.8	97.6	46.8
3409	Franck Signorino	Reims	Reims	Marseille	failed	50.5	72.2	66.2	49.9
3422	Aissa Mandi	Reims	Reims	Marseille	completed	33.4	51.1	61.0	32.1
3501	Mario Lemina	Marseille	Reims	Marseille	failed	48.2	47.7	67.4	46.2
3446	Jacques-Alaixys Romao	Marseille	Reims	Marseille	failed	65.8	71.3	95.2	40.9
3084	Romain Alessandrini	Marseille	Reims	Marseille	failed	81.6	7.6	89.2	33.5
3097	Benjamin Mendy	Marseille	Reims	Marseille	failed	22.3	95.9	61.1	55.6
3084	Romain Alessandrini	Marseille	Reims	Marseille	failed	52.9	33.5	63.5	42.5
3422	Aissa Mandi	Reims	Reims	Marseille	failed	60.5	40.3	69.1	56.4
3092	Florian Thauvin	Marseille	Reims	Marseille	completed	70.4	53.4	77.0	52.4
3256	Lucas Ocampos	Marseille	Reims	Marseille	completed	69.9	82.2	69.7	53.6
3501	Mario Lemina	Marseille	Reims	Marseille	failed	49.0	70.7	62.0	30.5
3530	David Ngog	Reims	Reims	Marseille	completed	74.0	66.2	71.7	57.5
3413	Prince Oniangué	Reims	Reims	Marseille	completed	71.7	61.5	69.5	52.6
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	completed	65.5	22.1	72.5	30.5
4231	Hamari Traore	Reims	Reims	Marseille	failed	44.2	8.2	79.0	37.6
3530	David Ngog	Reims	Reims	Marseille	failed	74.4	69.1	79.3	55.4
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	failed	69.6	37.0	75.5	30.1
3092	Florian Thauvin	Marseille	Reims	Marseille	failed	73.4	31.1	68.2	35.2
3411	Antoine Devaux	Reims	Reims	Marseille	completed	56.5	33.8	64.3	58.3
4217	Frédéric Bulot	Reims	Reims	Marseille	completed	63.1	65.4	74.3	46.6
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	completed	53.8	7.2	63.9	33.8
3085	Michy	Marseille	Reims	Marseille	failed	90.0	35.0	89.6	41.1
3501	Mario Lemina	Marseille	Reims	Marseille	completed	63.2	52.1	65.2	43.4
3501	Mario Lemina	Marseille	Reims	Marseille	completed	65.6	67.7	65.6	54.6
3501	Mario Lemina	Marseille	Reims	Marseille	completed	64.3	30.7	61.1	49.5
3501	Mario Lemina	Marseille	Reims	Marseille	completed	73.6	56.6	78.4	41.3
3446	Jacques-Alaixys Romao	Marseille	Reims	Marseille	failed	68.2	61.7	76.4	49.3
3413	Prince Oniangué	Reims	Reims	Marseille	completed	56.4	70.1	70.3	56.0
3101	Steve Mandanda	Marseille	Reims	Marseille	failed	7.6	37.8	61.8	36.2
4217	Frédéric Bulot	Reims	Reims	Marseille	failed	70.6	42.9	77.0	50.5
3092	Florian Thauvin	Marseille	Reims	Marseille	failed	74.8	66.5	87.0	47.4
3446	Jacques-Alaixys Romao	Marseille	Reims	Marseille	completed	52.7	55.0	67.2	45.8
4171	Karim Rekik	Marseille	Reims	Marseille	completed	72.2	73.0	66.9	56.6
3530	David Ngog	Reims	Reims	Marseille	completed	79.0	44.2	72.1	30.3
3423	Omenuke Mfulu	Reims	Reims	Marseille	completed	68.9	65.4	78.9	46.4
3493	Nicolas de Preville	Reims	Reims	Marseille	completed	62.1	44.4	85.5	39.1
3202	Bouna Sarr	Marseille	Reims	Marseille	failed	70.8	40.7	76.7	44.6
3202	Bouna Sarr	Marseille	Reims	Marseille	failed	62.1	41.3	71.1	44.8
3202	Bouna Sarr	Marseille	Reims	Marseille	failed	65.8	43.2	76.9	49.5
3501	Mario Lemina	Marseille	Reims	Marseille	failed	40.5	61.5	62.2	45.4
3417	Kossi Agassa	Reims	Reims	Marseille	failed	7.6	57.7	71.5	51.1
3493	Nicolas de Preville	Reims	Reims	Marseille	failed	69.1	20.1	73.7	35.4
3501	Mario Lemina	Marseille	Reims	Marseille	completed	58.4	36.8	66.7	45.4
3413	Prince Oniangué	Reims	Reims	Marseille	failed	61.3	51.9	81.1	49.9
3088	Stephane Sparagna	Marseille	Reims	Marseille	completed	56.5	34.0	81.1	31.1
3411	Antoine Devaux	Reims	Reims	Marseille	completed	60.9	46.8	69.9	35.4
3423	Omenuke Mfulu	Reims	Reims	Marseille	completed	74.8	45.6	61.0	46.6
3413	Prince Oniangué	Reims	Reims	Marseille	completed	74.0	31.3	75.4	45.0
3417	Kossi Agassa	Reims	Reims	Marseille	completed	14.0	38.3	77.5	38.5
3422	Aissa Mandi	Reims	Reims	Marseille	failed	56.2	19.2	85.9	40.3
3413	Prince Oniangué	Reims	Reims	Marseille	completed	72.8	42.3	78.1	43.8
3411	Antoine Devaux	Reims	Reims	Marseille	completed	67.7	84.2	72.8	42.3
4231	Hamari Traore	Reims	Reims	Marseille	completed	76.2	24.8	86.6	47.7
3202	Bouna Sarr	Marseille	Reims	Marseille	failed	63.7	85.2	95.9	45.4
3085	Michy	Marseille	Reims	Marseille	failed	66.1	54.6	68.8	51.7
4159	Grejohn Kyei	Reims	Reims	Marseille	failed	78.1	43.8	77.0	31.3
4159	Grejohn Kyei	Reims	Reims	Marseille	failed	86.6	47.7	85.3	40.5
3099	Brice Dja Djédjé	Marseille	Reims	Marseille	completed	64.7	13.5	70.7	30.7
3088	Stephane Sparagna	Marseille	Reims	Marseille	completed	61.1	32.9	72.6	39.3
4171	Karim Rekik	Marseille	Reims	Marseille	failed	46.2	75.8	72.8	47.4
3088	Stephane Sparagna	Marseille	Reims	Marseille	completed	52.7	25.6	62.0	41.7
3202	Bouna Sarr	Marseille	Reims	Marseille	completed	78.5	41.7	70.4	52.4
4231	Hamari Traore	Reims	Reims	Marseille	completed	60.2	12.3	76.9	30.3
4231	Hamari Traore	Reims	Reims	Marseille	completed	81.9	18.6	77.5	51.9
4171	Karim Rekik	Marseille	Reims	Marseille	failed	42.4	71.1	73.2	32.5
3287	Anthony Mounier	Montpellier	Montpellier	PSG	completed	71.8	25.2	74.0	42.7
3557	Bryan Dabo	Montpellier	Montpellier	PSG	completed	70.4	15.6	74.3	39.9
3451	Blaise Matuidi	PSG	Montpellier	PSG	completed	75.4	32.5	75.1	51.7
3591	Adrien Rabiot	PSG	Montpellier	PSG	completed	66.3	26.0	66.3	52.1
3397	Edinson Cavani	PSG	Montpellier	PSG	completed	74.5	67.3	76.3	55.8
3451	Blaise Matuidi	PSG	Montpellier	PSG	failed	56.6	28.7	75.6	39.7
3453	Ezequiel Lavezzi	PSG	Montpellier	PSG	completed	72.9	53.2	71.0	52.6
